1689801813.175344,791.9
1689801813.185082,790.2
1689801813.195244,794.1
1689801813.20497,784.0
1689801813.215274,797.7
1689801813.225474,782.2
1689801813.235266,784.6999999999999
1689801813.245416,786.1
1689801813.25523,790.6
1689801813.265487,780.6999999999999
1689801813.275243,781.3999999999999
1689801813.285525,772.9000000000001
1689801813.295104,773.2
1689801813.305379,775.5
1689801813.31511,778.2
1689801813.325322,767.6
1689801813.335139,765.9
1689801813.345255,775.8000000000001
1689801813.355039,779.1
1689801813.36523,782.8
1689801813.374983,790.3
1689801813.385205,768.3000000000001
1689801813.395032,764.7
1689801813.405178,768.3
1689801813.414994,776.3
1689801813.425126,775.0999999999999
1689801813.434932,775.8
1689801813.4451,772.0
1689801813.454862,769.2
1689801813.465101,770.1
1689801813.474816,769.7
1689801813.48505,767.9000000000001
1689801813.494834,770.4000000000001
1689801813.505104,770.0999999999999
1689801813.515372,775.8
1689801813.524998,768.3000000000001
1689801813.534731,770.3000000000001
1689801813.544993,775.0
1689801813.554693,768.5
1689801813.564948,764.3
1689801813.575185,761.0
1689801813.584896,763.5
1689801813.595159,775.6
1689801813.604842,766.2
1689801813.615156,763.0000000000001
1689801813.624879,755.5000000000001
1689801813.635105,761.0
1689801813.64479,764.0
1689801813.655068,764.4
1689801813.664764,758.5
1689801813.675038,759.7
1689801813.684741,756.2
1689801813.695016,757.3000000000001
1689801813.704684,761.9
1689801813.714992,765.4
1689801813.724687,768.2
1689801813.734972,764.5999999999999
1689801813.744634,757.4
1689801813.754932,768.8
1689801813.765085,762.6
1689801813.774856,766.4000000000001
1689801813.784583,764.0999999999999
1689801813.794924,773.1999999999999
1689801813.805072,770.0999999999999
1689801813.814833,768.2
1689801813.82499,766.7
1689801813.834814,767.1
1689801813.844999,770.5
1689801813.854727,769.9
1689801813.864947,764.8
1689801813.874671,769.5999999999999
1689801813.884894,767.6
1689801813.894736,762.6
1689801813.904894,769.0
1689801813.914668,762.4
1689801813.924944,766.3
1689801813.934688,774.0
1689801813.944913,769.4000000000001
1689801813.95467,769.8000000000001
1689801813.964799,759.7
1689801813.974552,775.3
1689801813.984769,773.0
1689801813.994554,775.5
1689801814.004799,767.0
1689801814.014556,764.8
1689801814.024774,753.7
1689801814.034533,766.0
1689801814.044705,773.1999999999999
1689801814.054478,760.6
1689801814.064636,765.5999999999999
1689801814.074479,765.9999999999999
1689801814.084611,761.6000000000001
1689801814.094405,763.2
1689801814.104645,766.5
1689801814.114878,768.1
1689801814.124622,764.9
1689801814.134846,775.3
1689801814.144568,766.5
1689801814.154811,759.6999999999999
1689801814.164542,761.4
1689801814.174776,763.0999999999999
1689801814.184517,754.3000000000001
1689801814.194716,756.8
1689801814.204484,762.9999999999999
1689801814.214703,764.2
1689801814.224444,761.0
1689801814.234682,760.4
1689801814.24434,757.2
1689801814.254688,757.0999999999999
1689801814.264333,756.0
1689801814.27462,745.3000000000001
1689801814.28429,742.0999999999999
1689801814.294585,756.9
1689801814.30475,750.5999999999999
1689801814.314559,744.3000000000001
1689801814.32476,749.9
1689801814.334556,751.7
1689801814.344733,758.2
1689801814.354486,757.6
1689801814.364684,748.3000000000001
1689801814.374545,747.5999999999999
1689801814.384631,749.0999999999999
1689801814.394554,755.6
1689801814.40462,756.4
1689801814.414446,756.9
1689801814.424589,753.4000000000001
1689801814.434294,748.6
