1728420022.630492,957.6999999999999
1728420022.641419,965.7
1728420022.650546,967.7
1728420022.660735,928.4000000000001
1728420022.670535,896.6000000000001
1728420022.680666,858.2
1728420022.690535,839.4
1728420022.700668,818.5
1728420022.711539,812.8
1728420022.72068,808.0
1728420022.730748,813.3000000000001
1728420022.74066,799.0999999999999
1728420022.750738,794.8
1728420022.760494,790.4
1728420022.77155,801.0
1728420022.780458,790.2
1728420022.791512,803.4
1728420022.800455,794.2
1728420022.810782,790.3000000000001
1728420022.82048,788.1999999999999
1728420022.830773,785.3000000000001
1728420022.840466,791.3000000000001
1728420022.850741,792.3
1728420022.860444,780.5999999999999
1728420022.870774,790.4
1728420022.880691,791.9
1728420022.890772,792.5999999999999
1728420022.900683,788.5999999999999
1728420022.910559,796.4000000000001
1728420022.921488,791.1000000000001
1728420022.930538,788.6
1728420022.941482,784.0
1728420022.950537,796.0999999999999
1728420022.961514,800.3000000000001
1728420022.970542,796.0
1728420022.98068,788.6999999999999
1728420022.990514,790.2
1728420023.000639,786.0
1728420023.010487,786.8
1728420023.020725,797.4000000000001
1728420023.030544,799.1
1728420023.040728,796.4
1728420023.050504,799.8
1728420023.060466,800.2
1728420023.070764,807.0999999999999
1728420023.080441,792.8
1728420023.091539,791.4
1728420023.100462,802.2
1728420023.111582,808.1999999999999
1728420023.120464,804.5
1728420023.130822,801.0
1728420023.140458,808.1
1728420023.150747,804.6
1728420023.160462,798.0999999999999
1728420023.170814,816.1
1728420023.180424,809.3
1728420023.190788,804.6000000000001
1728420023.200725,809.6
1728420023.210739,820.5
1728420023.220732,817.9
1728420023.23052,814.4000000000001
1728420023.241498,804.5999999999999
1728420023.250507,806.3
1728420023.261473,813.1
1728420023.2705,814.9
1728420023.281446,797.5999999999999
1728420023.290485,820.4
1728420023.300731,815.7
1728420023.310531,815.8
1728420023.32073,805.0999999999999
1728420023.330531,815.8
1728420023.340777,810.9
1728420023.350516,826.1999999999999
1728420023.360712,818.4
1728420023.370517,822.8
1728420023.380692,806.0
1728420023.390722,822.5
1728420023.400442,819.4
1728420023.411514,822.1999999999999
1728420023.42046,818.5
1728420023.431556,817.6999999999999
1728420023.440506,827.3000000000001
